"Id","Sales"
294,15990.46
295,5894.29
296,6797.31
297,8192.81
298,9148.09
299,9834.02
300,5184.06
301,6571.70
302,5118.11
303,7259.59
304,3665.50
305,4878.61
306,4778.87
307,4802.92
308,6722.51
309,4391.43
310,4008.27
311,5320.52
312,3346.77
313,4002.04
314,4997.09
315,5427.12
316,7942.55
317,7136.08
318,6538.87
319,5634.47
320,5553.44
321,10365.75
322,6937.24
323,4718.80
324,3770.27
325,8002.22
326,4163.67
327,5955.47
328,3068.85
329,4398.56
330,6591.37
331,5366.44
332,4434.95
333,7352.78
334,8894.92
335,10684.85
336,5506.21
337,8312.90
338,2887.04
339,4649.80
340,5433.55
341,3739.27
342,6849.39
343,4593.35
344,4657.95
345,7618.56
346,10380.97
347,8726.93
348,4790.11
349,5057.54
350,7342.64
351,6051.33
352,5616.43
353,4036.32
354,6130.50
355,9098.59
356,3970.79
357,5579.10
358,6547.18
359,6972.70
360,12032.24
361,5572.98
362,11079.29
363,6103.90
364,4817.39
365,3444.07
366,5363.39
367,5439.50
368,4564.72
369,6753.59
370,3909.84
371,4108.99
372,6411.01
373,3162.04
374,6761.50
375,5672.82
376,6633.56
377,7162.07
378,4654.75
379,8041.87
380,5716.70
381,4420.89
382,4331.37
383,4626.86
384,9569.34
385,6181.30
386,4351.91
387,6648.19
388,7346.76
389,5986.09
390,5481.32
391,7391.67
392,5057.76
393,5453.62
394,4962.81
395,7760.01
396,5492.87
397,5400.24
398,4669.82
399,4617.38
400,3508.14
401,4840.94
402,7199.45
403,7953.88
404,9258.49
405,9500.31
406,7292.41
407,4400.72
408,4625.94
409,9557.06
410,8796.87
411,6261.77
412,7608.88
413,7425.15
414,4984.63
415,3671.23
416,9258.72
417,4647.48
418,5805.73
419,5484.60
420,2591.79
421,9916.07
422,5038.44
423,4386.96
424,4249.10
425,5002.07
426,6086.23
427,7025.02
428,5723.31
429,4155.38
430,4453.24
431,3678.07
432,3064.88
433,6348.10
434,18021.83
435,4880.25
436,4857.87
437,5708.30
438,4587.74
439,4860.62
440,4113.42
441,4026.52
442,6180.82
443,6189.93
444,3381.19
445,7583.36
446,4738.09
447,4513.04
448,7829.50
449,6976.93
450,9570.81
451,4963.47
452,6431.21
453,4175.09
454,5304.54
455,12482.47
456,7938.73
457,5884.23
458,4251.43
459,4274.03
460,5111.01
461,4859.85
462,10224.43
463,4458.13
464,4966.32
465,6406.20
466,4108.73
467,5767.08
468,6198.70
469,6902.68
470,6181.21
471,3673.69
472,4851.15
473,5867.41
474,8418.33
475,7866.89
476,5850.00
477,3880.52
478,6346.79
479,5239.27
480,4188.80
481,6505.02
482,6613.13
483,5682.36
484,4993.95
485,5821.24
486,6514.12
487,4999.48
488,6179.20
489,5869.20
490,4801.85
491,7905.22
492,5108.21
493,4301.39
494,10009.93
495,5633.38
496,3163.93
497,7280.44
498,7247.41
499,9477.69
500,4512.61
501,5340.92
502,5155.02
503,6419.33
504,5273.08
505,6905.32
506,2923.47
507,5276.54
508,5734.73
509,5186.04
510,4175.31
511,5945.76
512,7386.33
513,4085.19
514,7569.19
515,5822.50
516,7796.44
517,3944.78
518,5577.38
519,5172.31
520,6448.04
521,6812.22
522,5212.67
523,7370.61
524,6748.26
525,6573.03
526,4399.73
527,3233.80
528,6083.33
529,6114.65
530,7219.49
531,6511.76
532,5059.49
533,7524.50
534,6115.36
535,5786.12
536,6614.92
537,5190.89
538,7435.15
539,9325.39
540,7018.69
541,3965.16
542,4813.54
543,3785.97
544,0.00
545,7312.50
546,4694.21
547,7480.16
548,3847.71
549,6240.27
550,5563.13
551,9069.56
552,3846.93
553,4550.16
554,4819.07
555,7148.41
556,4606.40
557,6612.64
558,6990.01
559,8971.23
560,6089.99
561,6335.30
562,5525.81
563,4158.60
564,4637.85
565,8861.63
566,8282.48
567,5817.50
568,14814.75
569,5605.20
570,4643.93
571,5522.96
572,7399.24
573,7935.50
574,5843.77
575,7047.10
576,6881.75
577,5913.51
578,5298.12
579,5117.84
580,4753.68
581,4219.64
582,3679.96
583,4742.42
584,7819.34
585,13914.26
586,5467.63
587,4613.13
588,6213.39
589,3354.20
590,5588.46
591,3474.02
592,7967.20
593,5120.43
594,5631.64
595,11956.96
596,10578.73
597,6106.13
598,5993.98
599,3309.75
600,5222.70
601,5084.75
602,7527.98
603,4203.92
604,3475.82
605,5086.58
606,4970.62
607,6745.50
608,5602.41
609,3136.93
610,6303.99
611,6715.16
612,6815.44
613,4020.87
614,3791.04
615,6826.31
616,3425.39
617,8474.77
618,4778.38
619,4549.96
620,6226.63
621,5287.92
622,4014.30
623,5281.43
624,5786.49
625,8211.98
626,8264.56
627,5219.72
628,3791.70
629,5313.81
630,7147.99
631,4667.19
632,5451.90
633,5645.89
634,9995.11
635,6761.27
636,5523.14
637,6416.99
638,3788.24
639,7989.83
640,5173.25
641,11727.24
642,5552.01
643,4790.68
644,4375.42
645,3178.05
646,7059.84
647,15273.25
648,3730.38
649,4178.79
650,8359.21
651,5944.70
652,5826.61
653,7139.03
654,5312.32
655,4446.57
656,4389.47
657,8255.47
658,5262.52
659,6540.85
660,6058.27
661,4033.74
662,6179.39
663,5030.59
664,3115.68
665,8077.50
666,7802.01
667,3998.86
668,6599.35
669,6146.04
670,4291.67
671,8157.16
672,5277.16
673,7809.38
674,4124.64
675,4574.40
676,5794.41
677,0.00
678,6816.70
679,3728.36
680,5657.41
681,4315.21
682,4719.55
683,4865.10
684,5911.18
685,6081.79
686,7086.35
687,4868.78
688,6718.30
689,5666.70
690,6996.75
691,8126.90
692,6333.79
693,2866.47
694,4956.76
695,6728.50
696,4040.34
697,9862.92
698,5026.83
699,7606.00
700,9925.75
701,5720.44
702,3903.96
703,8752.18
704,9043.40
705,5034.99
706,7809.48
707,9499.89
708,4995.76
709,4459.97
710,6042.96
711,4940.34
712,4849.10
713,6316.98
714,4458.78
715,5208.97
716,6154.71
717,5787.81
718,6805.85
719,5461.50
720,6042.24
721,4080.42
722,6863.97
723,6003.76
724,5700.41
725,6025.13
726,6069.32
727,8530.19
728,4953.19
729,4336.18
730,5426.10
731,6286.25
732,6909.53
733,4156.51
734,3866.44
735,6883.57
736,6695.33
737,5061.04
738,6852.69
739,5458.87
740,5705.81
741,4210.33
742,3884.71
743,5810.26
744,5638.56
745,5597.44
746,8576.02
747,7372.71
748,4293.15
749,8688.47
750,3152.48
751,3294.82
752,5772.16
753,9990.86
754,7548.20
755,6295.28
756,4151.95
757,5998.81
758,8909.55
759,5082.44
760,7238.39
761,5523.82
762,4367.56
763,4643.49
764,4880.46
765,5138.61
766,4081.33
767,4503.42
768,3754.96
769,6174.51
770,6328.67
771,4316.35
772,5491.47
773,6015.19
774,4850.67
775,4239.26
776,7801.06
777,6815.30
778,5196.33
779,3599.36
780,11137.07
781,5621.57
782,4675.33
783,7503.21
784,7193.47
785,6308.37
786,5390.93
787,6683.36
788,7932.56
789,11152.44
790,4124.63
791,4138.63
792,4547.99
793,6483.41
794,5060.38
795,6825.32
796,7860.69
797,5083.31
798,3925.17
799,5705.38
800,8108.20
801,4294.02
802,6249.73
803,3578.57
804,6579.79
805,6873.47
806,6575.87
807,8124.40
808,5622.56
809,3130.68
810,6012.89
811,6283.22
812,7604.37
813,6679.96
814,6537.67
815,5905.12
816,3840.44
817,8292.78
818,3832.80
819,9548.80
820,4999.57
821,3640.70
822,6146.03
823,5740.84
824,6254.43
825,6537.45
826,3290.47
827,4095.24
828,5970.99
829,7786.21
830,8433.19
831,4265.52
832,5714.89
833,7084.85
834,5740.59
835,4849.59
836,8591.44
837,7394.25
838,9733.61
839,3573.26
840,4705.13
841,0.00
842,7797.99
843,4751.02
844,9145.29
845,5908.90
846,4276.68
847,4646.10
848,3815.21
849,4728.54
850,5123.00
851,4186.41
852,4681.30
853,8879.47
854,6570.96
855,18593.33
856,5396.61
857,4454.47
858,6973.69
859,8264.77
860,5425.39
861,6011.19
862,5219.41
863,8273.41
864,7381.42
865,4799.44
866,5353.74
867,6207.21
868,7695.30
869,6294.24
870,7717.46
871,4874.19
872,4246.59
873,5147.41
874,9069.73
875,10221.74
876,8956.90
877,6716.69
878,4732.56
879,5424.21
880,4250.60
881,7764.21
882,8997.36
883,8752.91
884,5409.84
885,4912.90
886,4350.27
887,4873.30
888,10277.98
889,6612.81
890,4786.04
891,4837.16
892,7318.27
893,3818.64
894,6834.40
895,3864.76
896,5844.33
897,6708.56
898,5145.93
899,6507.61
900,5783.26
901,4569.00
902,6481.24
903,6331.53
904,9410.41
905,5511.68
906,7813.95
907,7219.19
908,8863.90
909,6071.81
910,8630.32
911,4274.19
912,4463.22
913,6052.73
914,5476.87
915,8246.27
916,6782.33
917,5201.81
918,6562.76
919,6292.34
920,8745.73
921,3749.90
922,13090.31
923,4536.13
924,5847.06
925,7973.58
926,5292.44
927,5556.31
928,5800.67
929,6728.03
930,4586.17
931,4740.55
932,6971.70
933,7034.78
934,6532.71
935,4188.86
936,6700.10
937,9845.72
938,6075.01
939,4587.16
940,6127.07
941,5813.80
942,6553.14
943,6456.19
944,3857.43
945,6974.10
946,5971.10
947,6590.11
948,6672.56
949,4287.33
950,5851.15
951,4833.80
952,6841.79
953,8641.57
954,4940.21
955,4792.97
956,5753.75
957,5378.13
958,5197.58
959,7865.20
960,6323.20
961,7215.76
962,5227.93
963,4545.02
964,5858.19
965,7271.25
966,8060.95
967,7286.90
968,7664.41
969,5465.58
970,7836.49
971,5808.18
972,7256.34
973,7976.48
974,6170.94
975,9426.36
976,7722.47
977,6987.49
978,5251.04
979,6756.81
980,6942.94
981,6024.82
982,3995.52
983,5342.73
984,7624.15
985,6540.50
986,4740.10
987,7919.19
988,6525.78
989,5528.76
990,5342.56
991,5169.79
992,6747.25
993,6746.26
994,6340.30
995,4810.50
996,4658.42
997,6244.91
998,3464.61
999,5649.02
1000,4638.51
1001,8414.41
1002,6898.19
1003,6206.20
1004,7766.43
1005,5802.31
1006,4593.09
1007,10029.14
1008,6816.42
1009,7262.94
1010,7412.78
1011,4611.02
1012,5508.07
1013,5249.67
1014,6798.67
1015,10996.01
1016,5558.84
1017,3016.60
1018,5135.47
1019,7708.50
1020,8369.45
1021,5830.30
1022,6701.36
1023,4476.94
1024,5206.87
1025,3153.07
1026,4734.83
1027,5381.03
1028,6134.86
1029,6988.53
1030,5806.44
1031,7374.34
1032,7998.10
1033,7083.64
1034,4399.49
1035,9030.01
1036,10372.40
1037,5637.63
1038,7235.87
1039,4493.14
1040,6102.15
1041,3615.77
1042,6913.50
1043,4866.14
1044,8422.02
1045,6698.09
1046,7890.46
1047,7909.50
1048,4860.73
1049,7877.72
1050,17991.06
1051,10069.31
1052,5465.59
1053,2667.85
1054,5810.28
1055,8987.50
1056,5272.21
1057,11052.75
1058,18716.33
1059,3267.14
1060,4933.45
1061,7894.91
1062,5174.91
1063,8903.17
1064,6063.07
1065,6634.73
1066,3398.99
1067,6912.63
1068,6162.52
1069,6986.56
1070,7841.69
1071,5746.86
1072,5292.03
1073,6535.50
1074,4998.15
1075,4650.66
1076,7314.70
1077,5153.35
1078,5760.17
1079,6897.34
1080,5610.66
1081,5246.36
1082,6767.66
1083,6787.72
1084,7585.77
1085,5867.54
1086,6275.34
1087,5402.20
1088,3355.01
1089,6191.06
1090,6756.39
1091,4799.37
1092,4276.65
1093,8765.58
1094,6680.84
1095,8679.33
1096,6554.16
1097,5122.36
1098,4927.99
1099,4200.19
1100,8852.90
1101,4758.33
1102,7510.93
1103,13763.64
1104,6791.27
1105,6004.10
1106,4353.63
1107,4503.30
1108,6684.54
1109,3833.10
1110,6134.09
1111,9352.53
1112,5101.97
1113,14837.20
1114,13437.94
1115,4490.10
1116,6827.81
1117,4794.85
1118,6147.22
1119,5181.16
1120,10066.45
1121,6691.73
1122,7921.98
1123,4393.72
1124,6739.60
1125,4305.37
1126,7854.81
1127,6206.73
1128,5523.54
1129,6057.24
1130,5236.23
1131,7560.21
1132,8722.54
1133,5256.37
1134,9641.00
1135,6243.05
1136,8741.14
1137,4413.49
1138,5132.38
1139,4816.61
1140,9269.21
1141,6018.67
1142,6808.84
1143,6476.30
1144,8119.52
1145,4144.44
1146,7235.33
1147,5723.26
1148,3729.76
1149,14166.36
1150,15726.03
1151,6744.46
1152,7424.16
1153,8767.38
1154,9665.11
1155,10178.79
1156,5319.84
1157,7140.04
1158,5383.83
1159,7529.06
1160,3862.80
1161,5311.70
1162,5100.21
1163,5193.20
1164,7401.26
1165,4917.51
1166,4281.17
1167,5551.62
1168,3477.13
1169,4472.05
1170,5042.33
1171,6561.60
1172,8282.13
1173,7854.84
1174,6892.85
1175,5619.97
1176,5760.07
1177,10286.95
1178,7443.70
1179,5136.99
1180,4159.58
1181,8238.41
1182,4334.58
1183,6483.15
1184,3125.53
1185,5194.87
1186,7053.63
1187,5779.12
1188,4855.19
1189,7957.92
1190,8669.31
1191,11223.08
1192,5505.67
1193,8642.03
1194,3317.48
1195,5133.04
1196,5736.90
1197,3891.84
1198,7558.30
1199,4922.43
1200,4957.70
1201,8340.18
1202,11080.68
1203,7781.61
1204,5049.69
1205,4908.27
1206,8491.07
1207,7065.93
1208,5841.37
1209,4293.21
1210,6627.95
1211,8857.09
1212,4606.70
1213,6153.42
1214,7203.48
1215,7798.06
1216,12358.18
1217,5635.00
1218,12303.41
1219,6475.36
1220,4884.34
1221,3354.16
1222,5972.76
1223,5563.42
1224,4660.79
1225,6605.53
1226,4352.04
1227,4056.49
1228,6402.36
1229,3446.80
1230,7458.77
1231,6178.49
1232,7247.31
1233,7569.06
1234,4718.36
1235,8532.50
1236,6461.19
1237,4825.07
1238,4881.56
1239,5874.40
1240,10053.99
1241,6087.27
1242,4650.18
1243,7788.76
1244,7618.16
1245,6215.55
1246,5984.04
1247,8307.39
1248,5259.39
1249,5114.34
1250,5429.92
1251,8120.52
1252,5395.59
1253,5495.94
1254,5147.65
1255,4745.38
1256,3748.09
1257,4680.09
1258,7372.73
1259,7851.31
1260,9988.34
1261,10021.15
1262,7097.17
1263,4415.03
1264,4664.07
1265,10519.89
1266,9085.81
1267,6861.00
1268,8092.56
1269,7658.25
1270,5400.59
1271,3754.70
1272,10296.31
1273,5279.45
1274,6276.55
1275,5970.79
1276,2847.45
1277,10381.84
1278,5339.32
1279,4648.50
1280,4397.50
1281,5435.41
1282,6158.76
1283,7794.53
1284,5743.41
1285,4363.76
1286,4790.62
1287,4504.96
1288,3009.91
1289,6649.10
1290,17889.13
1291,5024.82
1292,5026.13
1293,6633.04
1294,4539.88
1295,5178.41
1296,4296.01
1297,4482.99
1298,6523.23
1299,6406.53
1300,3955.59
1301,8211.44
1302,5247.94
1303,4617.56
1304,7932.00
1305,7684.49
1306,9581.07
1307,5404.62
1308,6650.13
1309,4438.96
1310,5355.75
1311,14647.76
1312,8605.61
1313,5746.54
1314,4490.86
1315,4356.55
1316,5465.90
1317,4293.85
1318,8689.84
1319,4788.48
1320,5340.81
1321,6381.91
1322,4461.96
1323,6065.83
1324,6562.93
1325,7291.44
1326,6403.84
1327,3948.06
1328,5495.77
1329,5941.48
1330,9161.25
1331,8153.15
1332,6138.73
1333,4426.40
1334,7059.80
1335,5782.38
1336,4206.77
1337,6755.21
1338,6777.41
1339,6086.19
1340,5402.51
1341,6189.45
1342,7031.37
1343,5079.66
1344,6424.06
1345,6304.22
1346,5427.19
1347,8157.28
1348,5528.54
1349,4769.40
1350,10822.86
1351,5495.32
1352,3732.21
1353,7466.79
1354,7988.72
1355,10165.79
1356,4873.68
1357,5342.17
1358,5850.12
1359,7220.27
1360,5480.15
1361,7309.99
1362,3018.13
1363,5716.08
1364,5871.67
1365,5694.04
1366,4444.06
1367,6450.99
1368,8080.84
1369,4432.61
1370,8063.96
1371,6227.76
1372,8030.58
1373,4219.03
1374,6404.80
1375,5663.80
1376,6640.66
1377,7813.73
1378,3869.79
1379,7013.42
1380,7374.74
1381,6678.61
1382,4710.80
1383,3464.20
1384,6711.57
1385,6648.49
1386,7853.66
1387,6535.90
1388,5371.22
1389,7481.80
1390,6347.19
1391,6065.27
1392,7330.88
1393,5231.91
1394,7615.95
1395,10009.14
1396,7562.56
1397,4109.93
1398,5335.70
1399,4128.76
1400,0.00
1401,7756.59
1402,5061.46
1403,7929.38
1404,4021.97
1405,6586.08
1406,6044.66
1407,10602.21
1408,4250.04
1409,5187.04
1410,5274.71
1411,7565.46
1412,4772.15
1413,7053.22
1414,7099.42
1415,9460.59
1416,6387.18
1417,6442.85
1418,5217.27
1419,4501.36
1420,4616.90
1421,9755.39
1422,9082.43
1423,5811.96
1424,14487.63
1425,5825.26
1426,4726.63
1427,5748.07
1428,7748.28
1429,8740.48
1430,6361.77
1431,6971.60
1432,7352.37
1433,6781.33
1434,5592.49
1435,5127.38
1436,5089.33
1437,4621.78
1438,4022.39
1439,5088.79
1440,8111.53
1441,15043.13
1442,5987.72
1443,4960.84
1444,7043.80
1445,3394.67
1446,5747.47
1447,3589.27
1448,8191.14
1449,5616.84
1450,5719.62
1451,12194.44
1452,10719.65
1453,6264.27
1454,6310.61
1455,3416.10
1456,5696.33
1457,5354.23
1458,7841.19
1459,4550.53
1460,3650.58
1461,5728.42
1462,5042.78
1463,7280.15
1464,5767.81
1465,3295.70
1466,6566.83
1467,7113.55
1468,7273.99
1469,4344.25
1470,4446.36
1471,7026.90
1472,3919.56
1473,9209.09
1474,4894.72
1475,4498.13
1476,6268.07
1477,5617.60
1478,4350.29
1479,5773.43
1480,6610.91
1481,9102.83
1482,9287.88
1483,5425.25
1484,3788.07
1485,5597.01
1486,7776.57
1487,4775.82
1488,5711.94
1489,5802.40
1490,11209.89
1491,7158.61
1492,5504.83
1493,6852.01
1494,4217.57
1495,8475.38
1496,5387.76
1497,12734.13
1498,5893.58
1499,5196.16
1500,4775.10
1501,3199.03
1502,7459.16
1503,16786.08
1504,4499.67
1505,4349.50
1506,8474.56
1507,6456.30
1508,6320.93
1509,7523.23
1510,5596.62
1511,4970.48
1512,4416.16
1513,8882.08
1514,5610.01
1515,6790.21
1516,6765.17
1517,4604.83
1518,6875.88
1519,5019.04
1520,3403.83
1521,8193.33
1522,7677.50
1523,4406.59
1524,6684.20
1525,6128.06
1526,4281.87
1527,8574.36
1528,5384.56
1529,7904.78
1530,4088.93
1531,4806.06
1532,6808.78
1533,0.00
1534,7164.74
1535,4359.82
1536,6077.44
1537,4637.65
1538,5109.35
1539,5400.42
1540,6330.59
1541,6266.74
1542,7151.99
1543,5184.51
1544,7250.93
1545,6521.60
1546,8416.25
1547,8792.07
1548,6339.50
1549,3202.16
1550,5487.03
1551,6890.38
1552,4642.52
1553,10663.16
1554,5418.44
1555,7849.15
1556,10355.75
1557,5584.87
1558,4146.12
1559,10108.51
1560,9481.41
1561,5314.02
1562,8377.83
1563,8819.33
1564,5235.38
1565,5038.97
1566,6465.64
1567,5555.02
1568,5398.47
1569,6601.93
1570,4610.78
1571,5785.99
1572,6574.33
1573,6116.15
1574,7386.03
1575,5587.16
1576,6444.29
1577,3582.06
1578,7221.04
1579,6474.32
1580,5413.50
1581,6713.96
1582,6534.94
1583,8630.98
1584,5301.76
1585,4899.22
1586,5356.73
1587,6631.26
1588,7226.00
1589,4394.29
1590,4066.07
1591,8433.44
1592,6341.26
1593,5481.03
1594,7000.22
1595,6024.80
1596,7009.56
1597,4344.78
1598,3845.51
1599,6352.90
1600,5982.84
1601,5846.52
1602,9166.80
1603,8671.44
1604,4738.59
1605,8013.27
1606,3494.94
1607,3381.31
1608,6053.29
1609,11388.63
1610,7276.19
1611,6900.26
1612,4449.91
1613,6673.21
1614,9404.48
1615,5630.12
1616,7340.57
1617,6060.77
1618,4457.84
1619,5139.19
1620,5007.66
1621,5784.73
1622,4461.19
1623,4629.08
1624,4100.43
1625,7052.42
1626,6774.26
1627,4859.19
1628,5713.47
1629,6246.50
1630,5139.54
1631,4719.56
1632,8112.01
1633,7391.09
1634,5319.48
1635,3934.30
1636,11647.05
1637,5643.47
1638,5007.73
1639,8129.40
1640,8437.93
1641,6777.70
1642,5524.19
1643,7148.31
1644,8701.97
1645,12512.29
1646,4418.32
1647,4493.27
1648,4485.07
1649,6414.50
1650,5289.31
1651,7932.81
1652,8021.23
1653,5684.70
1654,3982.62
1655,5958.97
1656,7555.73
1657,4745.11
1658,6402.30
1659,3830.50
1660,6770.05
1661,7425.07
1662,6918.72
1663,8976.57
1664,5855.87
1665,3428.79
1666,5697.36
1667,6945.70
1668,7852.82
1669,7029.39
1670,6637.60
1671,5959.36
1672,4024.19
1673,8934.05
1674,4225.66
1675,10232.59
1676,5319.45
1677,4081.89
1678,6422.24
1679,5770.89
1680,6991.13
1681,7064.07
1682,3381.96
1683,4277.45
1684,6611.10
1685,8313.96
1686,9656.62
1687,4811.79
1688,5706.88
1689,7481.33
1690,5751.66
1691,4957.13
1692,9204.64
1693,7674.42
1694,10948.66
1695,4059.85
1696,5066.99
1697,0.00
1698,7539.41
1699,5045.27
1700,9154.48
1701,6550.13
1702,4621.81
1703,4749.11
1704,4113.93
1705,4838.45
1706,5756.43
1707,4795.72
1708,5000.87
1709,9540.64
1710,6308.62
1711,19082.67
1712,5666.16
1713,4650.92
1714,7588.21
1715,9731.74
1716,6140.01
1717,6529.19
1718,5730.07
1719,8231.48
1720,7765.79
1721,4877.51
1722,5885.41
1723,6608.64
1724,8186.79
1725,6792.67
1726,8117.61
1727,5430.07
1728,4533.74
1729,5321.45
1730,9440.62
1731,11174.54
1732,10117.97
1733,7232.57
1734,5862.90
1735,5635.79
1736,4379.55
1737,8312.50
1738,9740.05
1739,8942.56
1740,5851.78
1741,5240.55
1742,4967.08
1743,4874.44
1744,10315.69
1745,7167.46
1746,4807.26
1747,5118.37
1748,7432.84
1749,4074.96
1750,6954.66
1751,4004.95
1752,5756.33
1753,6775.23
1754,5467.60
1755,6845.35
1756,6147.33
1757,4560.38
1758,7325.22
1759,6308.32
1760,9652.07
1761,5723.15
1762,8281.84
1763,7030.02
1764,9658.53
1765,6574.76
1766,9342.96
1767,4791.99
1768,5183.50
1769,6544.51
1770,5658.07
1771,8528.21
1772,7185.10
1773,5733.05
1774,7016.75
1775,6357.62
1776,9382.81
1777,4008.76
1778,13269.79
1779,4964.69
1780,6143.27
1781,8484.26
1782,5679.07
1783,5811.13
1784,6386.59
1785,7189.90
1786,4896.08
1787,4848.21
1788,7024.29
1789,7404.04
1790,7094.17
1791,4398.62
1792,7226.13
1793,9999.78
1794,6704.56
1795,4795.30
1796,6349.90
1797,6084.33
1798,6740.27
1799,6620.13
1800,4166.46
1801,7382.56
1802,6346.41
1803,7066.95
1804,6674.33
1805,4902.63
1806,6610.66
1807,4940.48
1808,7290.67
1809,9273.31
1810,5177.05
1811,5201.47
1812,5932.56
1813,5536.50
1814,5354.62
1815,8179.93
1816,6595.67
1817,7673.10
1818,5683.62
1819,4761.47
1820,6361.36
1821,7344.55
1822,8559.93
1823,7513.73
1824,7764.70
1825,5637.08
1826,8049.96
1827,6116.08
1828,7657.96
1829,8473.10
1830,6296.45
1831,10418.91
1832,7475.46
1833,7617.79
1834,5683.95
1835,7369.16
1836,7477.27
1837,6454.87
1838,4152.10
1839,5772.30
1840,7900.25
1841,7028.11
1842,5128.98
1843,8912.48
1844,6791.83
1845,5573.44
1846,5714.93
1847,5660.65
1848,7653.73
1849,6986.10
1850,6769.69
1851,5040.97
1852,5114.56
1853,6695.92
1854,3691.03
1855,7130.73
1856,4837.09
1857,8709.76
1858,7309.44
1859,6471.12
1860,8027.63
1861,5577.00
1862,4497.96
1863,10623.34
1864,6801.16
1865,7451.44
1866,7886.53
1867,4652.79
1868,5857.14
1869,5406.18
1870,7602.41
1871,11705.53
1872,6109.55
1873,3112.99
